dataset,pipeline,signal,iteration,status,elapsed,split,run_id,expected,index,y,y_hat,fy_hat,ry_hat,scores,f1,recall,precision,tn,fp,fn,tp
UCR,U_aer-UCR,092-DISTORTEDtiltAPB4,0,OK,234.68692,True,4a49f2c2-c,"[[1243217700, 1243218000]]",[1228819200 1228819500 1228819800 ... 1261218600 1261218900 1261219200],"[[[ 0.64668043]
  [ 0.61908757]
  [ 0.59890185]
  ...
  [-0.49437079]
  [-0.50036087]
  [-0.5052938 ]]

 [[ 0.61908757]
  [ 0.59890185]
  [ 0.56116367]
  ...
  [-0.50036087]
  [-0.5052938 ]
  [-0.5177423 ]]

 [[ 0.59890185]
  [ 0.56116367]
  [ 0.51012002]
  ...
  [-0.5052938 ]
  [-0.5177423 ]
  [-0.52572623]]

 ...

 [[-0.82675911]
  [-0.84493954]
  [-0.83153229]
  ...
  [-0.54732741]
  [-0.59137046]
  [-0.61018278]]

 [[-0.84493954]
  [-0.83153229]
  [-0.84270928]
  ...
  [-0.59137046]
  [-0.61018278]
  [-0.65679951]]

 [[-0.83153229]
  [-0.84270928]
  [-0.83420943]
  ...
  [-0.61018278]
  [-0.65679951]
  [-0.68185705]]]","[[[ 0.6240504 ]
  [ 0.58610904]
  [ 0.5367681 ]
  ...
  [-0.49488884]
  [-0.50794244]
  [-0.519163  ]]

 [[ 0.59849155]
  [ 0.5521198 ]
  [ 0.49435523]
  ...
  [-0.5026062 ]
  [-0.5143634 ]
  [-0.52389646]]

 [[ 0.5603293 ]
  [ 0.5080385 ]
  [ 0.44459182]
  ...
  [-0.51178426]
  [-0.5225748 ]
  [-0.53074104]]

 ...

 [[-0.831197  ]
  [-0.83849764]
  [-0.8427772 ]
  ...
  [-0.41968107]
  [-0.4680469 ]
  [-0.52205247]]

 [[-0.828525  ]
  [-0.8356519 ]
  [-0.8397306 ]
  ...
  [-0.4559094 ]
  [-0.5003514 ]
  [-0.5495528 ]]

 [[-0.83041656]
  [-0.8371508 ]
  [-0.84078157]
  ...
  [-0.4923614 ]
  [-0.5340654 ]
  [-0.57984567]]]","[[-0.517854  ]
 [-0.5219204 ]
 [-0.52829254]
 ...
 [-0.5571318 ]
 [-0.5775195 ]
 [-0.60143083]]","[[ 0.6159947 ]
 [ 0.5982825 ]
 [ 0.56691986]
 ...
 [-0.80117464]
 [-0.797478  ]
 [-0.79837006]]",[1.00295293 1.10644394 1.10644394 ... 2.19059405 2.19787958 1.56621305],1.0,1.0,1.0,,0,0,1
UCR,U_aer-UCR,093-NOISE1sddb40,0,OK,257.498441,True,4a49f2c2-c,"[[1238419200, 1238605200]]",[1233319200 1233319500 1233319800 ... 1246756800 1246757100 1246757400],"[[[-0.07260404]
  [-0.06672533]
  [-0.06672632]
  ...
  [-0.050914  ]
  [-0.10994065]
  [-0.17329614]]

 [[-0.06672533]
  [-0.06672632]
  [-0.11617841]
  ...
  [-0.10994065]
  [-0.17329614]
  [-0.32697265]]

 [[-0.06672632]
  [-0.11617841]
  [-0.07161563]
  ...
  [-0.17329614]
  [-0.32697265]
  [-0.43476092]]

 ...

 [[ 0.01583731]
  [-0.01700859]
  [-0.09616196]
  ...
  [ 0.0764772 ]
  [ 0.10282591]
  [ 0.14029254]]

 [[-0.01700859]
  [-0.09616196]
  [-0.18382242]
  ...
  [ 0.10282591]
  [ 0.14029254]
  [ 0.12014194]]

 [[-0.09616196]
  [-0.18382242]
  [-0.24595896]
  ...
  [ 0.14029254]
  [ 0.12014194]
  [ 0.11066831]]]","[[[-0.08464407]
  [-0.08225621]
  [-0.07923926]
  ...
  [-0.02190898]
  [-0.09030552]
  [-0.16758895]]

 [[-0.08449508]
  [-0.0810784 ]
  [-0.07684387]
  ...
  [-0.05874152]
  [-0.14037429]
  [-0.22756022]]

 [[-0.07762439]
  [-0.07463943]
  [-0.06988179]
  ...
  [-0.1250185 ]
  [-0.2373747 ]
  [-0.35599315]]

 ...

 [[-0.02911064]
  [-0.09888889]
  [-0.18007725]
  ...
  [ 0.09566628]
  [ 0.09490729]
  [ 0.09468694]]

 [[-0.09552951]
  [-0.18279019]
  [-0.27838764]
  ...
  [ 0.09681321]
  [ 0.10083386]
  [ 0.10658531]]

 [[-0.17853186]
  [-0.28299588]
  [-0.38999358]
  ...
  [ 0.098728  ]
  [ 0.10109656]
  [ 0.10349977]]]","[[-0.20320132]
 [-0.2626959 ]
 [-0.41362482]
 ...
 [ 0.10086359]
 [ 0.11783934]
 [ 0.11324812]]","[[-0.08246265]
 [-0.08426984]
 [-0.08073381]
 ...
 [ 0.02674724]
 [-0.01887993]
 [-0.07940149]]",[1.         1.15615553 1.15615553 ... 1.34071214 1.33980587 1.15564394],0.6666666666666666,1.0,0.5,,1,0,1
UCR,U_aer-UCR,094-NOISEBIDMC1,0,OK,36.889696,True,4a49f2c2-c,"[[1224439200, 1224499200]]",[1223569200 1223569500 1223569800 ... 1226118300 1226118600 1226118900],"[[[-0.60297307]
  [-0.55266631]
  [-0.50095291]
  ...
  [ 0.77774581]
  [ 0.75725764]
  [ 0.79153966]]

 [[-0.55266631]
  [-0.50095291]
  [-0.41121718]
  ...
  [ 0.75725764]
  [ 0.79153966]
  [ 0.66250926]]

 [[-0.50095291]
  [-0.41121718]
  [-0.25932585]
  ...
  [ 0.79153966]
  [ 0.66250926]
  [ 0.65233792]]

 ...

 [[-0.194146  ]
  [-0.18936992]
  [-0.21419275]
  ...
  [-0.5960086 ]
  [-0.60916356]
  [-0.5805418 ]]

 [[-0.18936992]
  [-0.21419275]
  [-0.32401555]
  ...
  [-0.60916356]
  [-0.5805418 ]
  [-0.60771099]]

 [[-0.21419275]
  [-0.32401555]
  [-0.18723007]
  ...
  [-0.5805418 ]
  [-0.60771099]
  [-0.6953486 ]]]","[[[-0.48627126]
  [-0.3805647 ]
  [-0.2734395 ]
  ...
  [ 0.8273952 ]
  [ 0.8240379 ]
  [ 0.79485214]]

 [[-0.41086027]
  [-0.28871298]
  [-0.16575116]
  ...
  [ 0.8657503 ]
  [ 0.84301317]
  [ 0.79420286]]

 [[-0.31097707]
  [-0.17674577]
  [-0.04302208]
  ...
  [ 0.8561774 ]
  [ 0.8150352 ]
  [ 0.74807996]]

 ...

 [[-0.2441954 ]
  [-0.2687513 ]
  [-0.28781006]
  ...
  [-0.5624255 ]
  [-0.5901021 ]
  [-0.6036893 ]]

 [[-0.2729186 ]
  [-0.2958288 ]
  [-0.3134905 ]
  ...
  [-0.57572955]
  [-0.6037852 ]
  [-0.61709416]]

 [[-0.29851982]
  [-0.3200067 ]
  [-0.33642963]
  ...
  [-0.59007525]
  [-0.61865574]
  [-0.63183016]]]","[[ 0.7323617 ]
 [ 0.71114385]
 [ 0.64645195]
 ...
 [-0.5795938 ]
 [-0.5905664 ]
 [-0.6030277 ]]","[[-0.59821737]
 [-0.539549  ]
 [-0.45241684]
 ...
 [-0.18564247]
 [-0.21642521]
 [-0.24396294]]",[1.         1.25242698 1.25242698 ... 1.50586301 1.50200739 1.17705411],1.0,1.0,1.0,,0,0,1
UCR,U_aer-UCR,095-NOISECIMIS44AirTemperature4,0,OK,43.54233,True,4a49f2c2-c,"[[1224483900, 1224498300]]",[1224019200 1224019500 1224019800 ... 1225273500 1225273800 1225274100],"[[[ 3.14518994e-01]
  [ 2.73954944e-01]
  [ 9.85853643e-02]
  ...
  [ 6.13098172e-01]
  [ 4.95936039e-01]
  [ 2.69489437e-01]]

 [[ 2.73954944e-01]
  [ 9.85853643e-02]
  [-4.04487195e-02]
  ...
  [ 4.95936039e-01]
  [ 2.69489437e-01]
  [ 1.20648593e-01]]

 [[ 9.85853643e-02]
  [-4.04487195e-02]
  [-9.70663373e-02]
  ...
  [ 2.69489437e-01]
  [ 1.20648593e-01]
  [ 2.41020430e-02]]

 ...

 [[ 1.64918136e-01]
  [ 2.45967355e-04]
  [-4.31095731e-02]
  ...
  [ 3.40806520e-01]
  [ 2.41356875e-01]
  [ 5.36842502e-02]]

 [[ 2.45967355e-04]
  [-4.31095731e-02]
  [-1.02111611e-01]
  ...
  [ 2.41356875e-01]
  [ 5.36842502e-02]
  [ 3.04990328e-02]]

 [[-4.31095731e-02]
  [-1.02111611e-01]
  [-2.49429462e-01]
  ...
  [ 5.36842502e-02]
  [ 3.04990328e-02]
  [-1.09801676e-01]]]","[[[ 0.44491526]
  [ 0.38027593]
  [ 0.276328  ]
  ...
  [ 0.83879316]
  [ 0.6970146 ]
  [ 0.50013053]]

 [[ 0.2239056 ]
  [ 0.15678482]
  [ 0.06484368]
  ...
  [ 0.7081468 ]
  [ 0.54394937]
  [ 0.34627387]]

 [[ 0.04104377]
  [-0.02525852]
  [-0.10420599]
  ...
  [ 0.56341505]
  [ 0.39468163]
  [ 0.2122432 ]]

 ...

 [[ 0.18539588]
  [ 0.1311734 ]
  [ 0.05771548]
  ...
  [ 0.5949917 ]
  [ 0.4502243 ]
  [ 0.28169015]]

 [[ 0.08972964]
  [ 0.02774195]
  [-0.04361423]
  ...
  [ 0.44893232]
  [ 0.29966846]
  [ 0.14205207]]

 [[-0.02480634]
  [-0.08671108]
  [-0.14988375]
  ...
  [ 0.33080557]
  [ 0.1941693 ]
  [ 0.05532327]]]","[[ 0.24992219]
 [ 0.11842267]
 [ 0.0150029 ]
 ...
 [ 0.09139447]
 [-0.02580001]
 [-0.08897132]]","[[0.43962428]
 [0.24399003]
 [0.08149029]
 ...
 [0.2042384 ]
 [0.13268574]
 [0.03303838]]",[1.02022202 1.22170207 1.22170207 ... 1.50214907 1.50076538 1.13542362],0.6666666666666666,1.0,0.5,,1,0,1
UCR,U_aer-UCR,096-NOISEECG4,0,OK,73.835347,True,4a49f2c2-c,"[[1227889200, 1227949200]]",[1224319200 1224319500 1224319800 ... 1231818300 1231818600 1231818900],"[[[-0.72752505]
  [-0.80301142]
  [-0.80161198]
  ...
  [-0.63784008]
  [-0.60134611]
  [-0.5734185 ]]

 [[-0.80301142]
  [-0.80161198]
  [-0.78533881]
  ...
  [-0.60134611]
  [-0.5734185 ]
  [-0.56192246]]

 [[-0.80161198]
  [-0.78533881]
  [-0.81138426]
  ...
  [-0.5734185 ]
  [-0.56192246]
  [-0.59996515]]

 ...

 [[-0.57863649]
  [-0.54754705]
  [-0.55390349]
  ...
  [-0.84123763]
  [-0.81169219]
  [-0.86260642]]

 [[-0.54754705]
  [-0.55390349]
  [-0.56362266]
  ...
  [-0.81169219]
  [-0.86260642]
  [-0.78257675]]

 [[-0.55390349]
  [-0.56362266]
  [-0.54850966]
  ...
  [-0.86260642]
  [-0.78257675]
  [-0.79861244]]]","[[[-0.87384677]
  [-0.8747526 ]
  [-0.86607224]
  ...
  [-0.5952601 ]
  [-0.61287665]
  [-0.63008994]]

 [[-0.8666517 ]
  [-0.868446  ]
  [-0.8609117 ]
  ...
  [-0.58875203]
  [-0.60561657]
  [-0.6221413 ]]

 [[-0.85657984]
  [-0.86026245]
  [-0.8547995 ]
  ...
  [-0.5805472 ]
  [-0.5968108 ]
  [-0.6130468 ]]

 ...

 [[-0.5779206 ]
  [-0.5656222 ]
  [-0.5507762 ]
  ...
  [-0.86308795]
  [-0.88589805]
  [-0.8943618 ]]

 [[-0.57867396]
  [-0.5667913 ]
  [-0.5527843 ]
  ...
  [-0.8795953 ]
  [-0.903706  ]
  [-0.914019  ]]

 [[-0.57252824]
  [-0.55982804]
  [-0.5459981 ]
  ...
  [-0.86977595]
  [-0.89239657]
  [-0.9010468 ]]]","[[-0.5862218 ]
 [-0.5785326 ]
 [-0.57063633]
 ...
 [-0.8261593 ]
 [-0.8484847 ]
 [-0.83610225]]","[[-0.81831306]
 [-0.8116964 ]
 [-0.80142784]
 ...
 [-0.5502062 ]
 [-0.5507446 ]
 [-0.5472998 ]]",[1.         1.24201279 1.24201279 ... 1.63780294 1.63916912 1.27605477],1.0,1.0,1.0,,0,0,1
UCR,U_aer-UCR,097-NOISEGP711MarkerLFM5z3,0,OK,50.859651,True,4a49f2c2-c,"[[1224603600, 1224617100]]",[1224319200 1224319500 1224319800 ... 1226418300 1226418600 1226418900],"[[[-0.93437461]
  [-0.82425346]
  [-0.74133839]
  ...
  [ 0.08949055]
  [ 0.09371429]
  [ 0.15794513]]

 [[-0.82425346]
  [-0.74133839]
  [-0.84727791]
  ...
  [ 0.09371429]
  [ 0.15794513]
  [ 0.12671983]]

 [[-0.74133839]
  [-0.84727791]
  [-0.77161827]
  ...
  [ 0.15794513]
  [ 0.12671983]
  [ 0.10688047]]

 ...

 [[-0.78513645]
  [-0.75535431]
  [-0.79301752]
  ...
  [-0.79406592]
  [-0.81431334]
  [-0.78435271]]

 [[-0.75535431]
  [-0.79301752]
  [-0.75723938]
  ...
  [-0.81431334]
  [-0.78435271]
  [-0.83478641]]

 [[-0.79301752]
  [-0.75723938]
  [-0.76714679]
  ...
  [-0.78435271]
  [-0.83478641]
  [-0.79444558]]]","[[[-0.8218362 ]
  [-0.8169179 ]
  [-0.80236036]
  ...
  [ 0.00910066]
  [ 0.02801925]
  [ 0.05386072]]

 [[-0.8175793 ]
  [-0.81005114]
  [-0.7931649 ]
  ...
  [ 0.03694557]
  [ 0.04982979]
  [ 0.06898561]]

 [[-0.8180316 ]
  [-0.8077726 ]
  [-0.7879243 ]
  ...
  [ 0.0435896 ]
  [ 0.04878126]
  [ 0.06052308]]

 ...

 [[-0.7743608 ]
  [-0.79678416]
  [-0.80792207]
  ...
  [-0.87608993]
  [-0.86238724]
  [-0.83897245]]

 [[-0.7803378 ]
  [-0.80269974]
  [-0.8138372 ]
  ...
  [-0.8661338 ]
  [-0.85169756]
  [-0.827746  ]]

 [[-0.77094615]
  [-0.79407847]
  [-0.806082  ]
  ...
  [-0.8721358 ]
  [-0.858432  ]
  [-0.8351323 ]]]","[[ 0.09877342]
 [ 0.10665843]
 [ 0.09161593]
 ...
 [-0.79812956]
 [-0.78676826]
 [-0.79462487]]","[[-0.8082078 ]
 [-0.80667496]
 [-0.80897397]
 ...
 [-0.73189485]
 [-0.7380907 ]
 [-0.72808874]]",[1.00162051 1.19708093 1.19708093 ... 1.36086004 1.36067334 1.05931665],0.6666666666666666,1.0,0.5,,1,0,1
UCR,U_aer-UCR,098-NOISEInternalBleeding16,0,OK,25.195681,True,4a49f2c2-c,"[[1224075300, 1224078900]]",[1223179200 1223179500 1223179800 ... 1225068600 1225068900 1225069200],"[[[-0.23837029]
  [-0.15844545]
  [-0.1576731 ]
  ...
  [-0.67046467]
  [-0.66604291]
  [-0.76628972]]

 [[-0.15844545]
  [-0.1576731 ]
  [-0.09723745]
  ...
  [-0.66604291]
  [-0.76628972]
  [-0.74574591]]

 [[-0.1576731 ]
  [-0.09723745]
  [-0.08875817]
  ...
  [-0.76628972]
  [-0.74574591]
  [-0.72334076]]

 ...

 [[-0.72254225]
  [-0.75802747]
  [-0.7515902 ]
  ...
  [-0.34198639]
  [-0.36655336]
  [-0.38061872]]

 [[-0.75802747]
  [-0.7515902 ]
  [-0.75659118]
  ...
  [-0.36655336]
  [-0.38061872]
  [-0.3314211 ]]

 [[-0.7515902 ]
  [-0.75659118]
  [-0.7971758 ]
  ...
  [-0.38061872]
  [-0.3314211 ]
  [-0.31427381]]]","[[[-0.16886272]
  [-0.13424705]
  [-0.09869292]
  ...
  [-0.69135344]
  [-0.68144953]
  [-0.6650398 ]]

 [[-0.12807582]
  [-0.09459956]
  [-0.0607354 ]
  ...
  [-0.6974418 ]
  [-0.6880501 ]
  [-0.6724687 ]]

 [[-0.07966235]
  [-0.04628886]
  [-0.01323621]
  ...
  [-0.6995759 ]
  [-0.69084877]
  [-0.67643934]]

 ...

 [[-0.83694667]
  [-0.843901  ]
  [-0.84707886]
  ...
  [-0.32983848]
  [-0.34254545]
  [-0.34559274]]

 [[-0.8373687 ]
  [-0.8422838 ]
  [-0.8426857 ]
  ...
  [-0.35436398]
  [-0.36503926]
  [-0.36570472]]

 [[-0.8376479 ]
  [-0.8403587 ]
  [-0.83820456]
  ...
  [-0.36754197]
  [-0.37626758]
  [-0.37471944]]]","[[-0.6394514 ]
 [-0.6481435 ]
 [-0.6540049 ]
 ...
 [-0.3350262 ]
 [-0.35223714]
 [-0.3586581 ]]","[[-0.20168221]
 [-0.16046314]
 [-0.1128383 ]
 ...
 [-0.8258874 ]
 [-0.82765067]
 [-0.8298555 ]]",[1.         1.42390484 1.42390484 ... 2.58994633 2.54826684 1.58221676],1.0,1.0,1.0,,0,0,1
UCR,U_aer-UCR,099-NOISEInternalBleeding6,0,OK,27.683037,True,4a49f2c2-c,"[[1223861400, 1223907900]]",[1223269200 1223269500 1223269800 ... 1225114500 1225114800 1225115100],"[[[-0.01178936]
  [-0.0816378 ]
  [ 0.04025413]
  ...
  [-0.78859772]
  [-0.72495598]
  [-0.71938577]]

 [[-0.0816378 ]
  [ 0.04025413]
  [ 0.0681904 ]
  ...
  [-0.72495598]
  [-0.71938577]
  [-0.77664534]]

 [[ 0.04025413]
  [ 0.0681904 ]
  [ 0.07369298]
  ...
  [-0.71938577]
  [-0.77664534]
  [-0.7307918 ]]

 ...

 [[ 0.348778  ]
  [ 0.43276816]
  [ 0.36957946]
  ...
  [-0.95582127]
  [-1.0519353 ]
  [-0.91241375]]

 [[ 0.43276816]
  [ 0.36957946]
  [ 0.34864903]
  ...
  [-1.0519353 ]
  [-0.91241375]
  [-0.88835896]]

 [[ 0.36957946]
  [ 0.34864903]
  [ 0.37303496]
  ...
  [-0.91241375]
  [-0.88835896]
  [-1.03620685]]]","[[[-0.04817143]
  [-0.01459368]
  [ 0.02443888]
  ...
  [-0.7410698 ]
  [-0.73699397]
  [-0.7253432 ]]

 [[ 0.03652605]
  [ 0.0656234 ]
  [ 0.09948182]
  ...
  [-0.74505687]
  [-0.74126154]
  [-0.7303347 ]]

 [[ 0.08036682]
  [ 0.10602169]
  [ 0.13634351]
  ...
  [-0.7559991 ]
  [-0.75214773]
  [-0.74134034]]

 ...

 [[ 0.36800393]
  [ 0.3448978 ]
  [ 0.31905463]
  ...
  [-0.9457408 ]
  [-0.9414461 ]
  [-0.93868446]]

 [[ 0.35357907]
  [ 0.32768497]
  [ 0.29950404]
  ...
  [-0.95377547]
  [-0.94750583]
  [-0.94252723]]

 [[ 0.3613983 ]
  [ 0.33216396]
  [ 0.30087087]
  ...
  [-0.94999504]
  [-0.9415689 ]
  [-0.9343651 ]]]","[[-0.7029331 ]
 [-0.7093027 ]
 [-0.72069174]
 ...
 [-0.93912214]
 [-0.94049907]
 [-0.9300937 ]]","[[-0.07038459]
 [ 0.01741439]
 [ 0.06434138]
 ...
 [ 0.38575086]
 [ 0.37466213]
 [ 0.38594764]]",[1.         1.0892747  1.0892747  ... 1.20585643 1.20628469 1.0856173 ],0.6666666666666666,1.0,0.5,,1,0,1
UCR,U_aer-UCR,100-NOISELab2Cmac011215EPG1,0,OK,71.814154,True,4a49f2c2-c,"[[1227982200, 1227997200]]",[1224319200 1224319500 1224319800 ... 1231818600 1231818900 1231819200],"[[[ 0.03166936]
  [-0.27212648]
  [-0.63099591]
  ...
  [-0.01216324]
  [ 0.02898558]
  [ 0.08410655]]

 [[-0.27212648]
  [-0.63099591]
  [-0.78300114]
  ...
  [ 0.02898558]
  [ 0.08410655]
  [ 0.0642625 ]]

 [[-0.63099591]
  [-0.78300114]
  [-0.73713068]
  ...
  [ 0.08410655]
  [ 0.0642625 ]
  [ 0.14062536]]

 ...

 [[-0.36522187]
  [-0.68975333]
  [-0.53067745]
  ...
  [ 0.0771603 ]
  [ 0.13979448]
  [ 0.0234895 ]]

 [[-0.68975333]
  [-0.53067745]
  [-0.39162851]
  ...
  [ 0.13979448]
  [ 0.0234895 ]
  [ 0.080727  ]]

 [[-0.53067745]
  [-0.39162851]
  [-0.37964549]
  ...
  [ 0.0234895 ]
  [ 0.080727  ]
  [-0.12312098]]]","[[[-0.203894  ]
  [-0.45219612]
  [-0.6461903 ]
  ...
  [ 0.12911123]
  [ 0.10776415]
  [ 0.07858576]]

 [[-0.5510979 ]
  [-0.71400225]
  [-0.6271041 ]
  ...
  [ 0.11790197]
  [ 0.09792508]
  [ 0.07916482]]

 [[-0.82151854]
  [-0.72537136]
  [-0.3320989 ]
  ...
  [ 0.05406345]
  [ 0.01170628]
  [-0.00902353]]

 ...

 [[-0.3475133 ]
  [-0.31766102]
  [-0.29173213]
  ...
  [ 0.18870412]
  [ 0.14357258]
  [ 0.12168276]]

 [[-0.29564056]
  [-0.27901757]
  [-0.26450005]
  ...
  [ 0.115365  ]
  [ 0.06637427]
  [ 0.04224111]]

 [[-0.2272089 ]
  [-0.20927511]
  [-0.1973536 ]
  ...
  [ 0.08803579]
  [ 0.05561256]
  [ 0.04956973]]]","[[0.05207391]
 [0.07941563]
 [0.03323089]
 ...
 [0.14043368]
 [0.06259225]
 [0.08362726]]","[[-0.01600475]
 [-0.2822303 ]
 [-0.5997535 ]
 ...
 [-0.37547827]
 [-0.31375378]
 [-0.25777945]]",[1.         1.29418207 1.29418207 ... 2.82628986 2.82140457 1.69794722],0.6666666666666666,1.0,0.5,,1,0,1
UCR,U_aer-UCR,101-NOISELab2Cmac011215EPG4,0,OK,78.761212,True,4a49f2c2-c,"[[1228036200, 1228075200]]",[1224619200 1224619500 1224619800 ... 1231838100 1231838400 1231838700],"[[[ 0.24092141]
  [ 0.08723313]
  [-0.2176537 ]
  ...
  [-0.00272593]
  [-0.07873697]
  [-0.16089959]]

 [[ 0.08723313]
  [-0.2176537 ]
  [-0.55409384]
  ...
  [-0.07873697]
  [-0.16089959]
  [-0.01393817]]

 [[-0.2176537 ]
  [-0.55409384]
  [-0.70884409]
  ...
  [-0.16089959]
  [-0.01393817]
  [ 0.0649602 ]]

 ...

 [[-0.32035627]
  [-0.70304549]
  [-0.57549158]
  ...
  [ 0.07121435]
  [ 0.09850264]
  [-0.01886945]]

 [[-0.70304549]
  [-0.57549158]
  [-0.38078857]
  ...
  [ 0.09850264]
  [-0.01886945]
  [-0.02142882]]

 [[-0.57549158]
  [-0.38078857]
  [-0.29757554]
  ...
  [-0.01886945]
  [-0.02142882]
  [-0.08044589]]]","[[[ 0.01958451]
  [-0.08937886]
  [-0.31881955]
  ...
  [-0.00119567]
  [-0.00560079]
  [-0.0175728 ]]

 [[-0.12964964]
  [-0.3380961 ]
  [-0.59668666]
  ...
  [-0.03006107]
  [-0.03855864]
  [-0.05497058]]

 [[-0.39521614]
  [-0.53721416]
  [-0.5406069 ]
  ...
  [ 0.00614578]
  [ 0.00436357]
  [-0.00245265]]

 ...

 [[-0.28011677]
  [-0.26496994]
  [-0.20696923]
  ...
  [ 0.03016505]
  [ 0.02399468]
  [ 0.02656902]]

 [[-0.21682271]
  [-0.18793443]
  [-0.11907291]
  ...
  [-0.03714176]
  [-0.04961326]
  [-0.05462983]]

 [[-0.11994015]
  [-0.08152515]
  [-0.01599097]
  ...
  [-0.00414615]
  [-0.01842845]
  [-0.02799565]]]","[[-0.03804844]
 [-0.07506173]
 [-0.00556212]
 ...
 [ 0.04692444]
 [-0.04015139]
 [-0.02045838]]","[[ 0.06765363]
 [-0.00242189]
 [-0.22598174]
 ...
 [-0.23190352]
 [-0.18072724]
 [-0.10510429]]",[1.         1.37410784 1.37410784 ... 2.50112498 2.49129584 1.39451844],0.0,0.0,0.0,,2,1,0
UCR,U_aer-UCR,102-NOISEMesoplodonDensirostris,0,OK,87.544383,True,4a49f2c2-c,"[[1228603200, 1228651200]]",[1225819200 1225819500 1225819800 ... 1230218400 1230218700 1230219000],"[[[ 0.01161147]
  [-0.080091  ]
  [-0.03272619]
  ...
  [-0.35948992]
  [-0.22949407]
  [-0.13541514]]

 [[-0.080091  ]
  [-0.03272619]
  [-0.00800703]
  ...
  [-0.22949407]
  [-0.13541514]
  [-0.11118267]]

 [[-0.03272619]
  [-0.00800703]
  [-0.05653874]
  ...
  [-0.13541514]
  [-0.11118267]
  [-0.14788296]]

 ...

 [[ 0.06963337]
  [ 0.10814659]
  [ 0.08582096]
  ...
  [ 0.50809534]
  [ 0.69192917]
  [ 0.33022156]]

 [[ 0.10814659]
  [ 0.08582096]
  [ 0.06770336]
  ...
  [ 0.69192917]
  [ 0.33022156]
  [ 0.01446489]]

 [[ 0.08582096]
  [ 0.06770336]
  [ 0.13921329]
  ...
  [ 0.33022156]
  [ 0.01446489]
  [ 0.29742194]]]","[[[-0.04258265]
  [-0.05419252]
  [-0.06282838]
  ...
  [-0.26095974]
  [-0.22100723]
  [-0.16668984]]

 [[-0.02685307]
  [-0.03638151]
  [-0.04581251]
  ...
  [-0.21338919]
  [-0.1687367 ]
  [-0.113672  ]]

 [[-0.02310749]
  [-0.03102297]
  [-0.04078348]
  ...
  [-0.16970047]
  [-0.12135279]
  [-0.06574702]]

 ...

 [[ 0.11666992]
  [ 0.11339374]
  [ 0.10009466]
  ...
  [ 0.41129264]
  [ 0.47703254]
  [ 0.5364493 ]]

 [[ 0.14102426]
  [ 0.1288732 ]
  [ 0.10895385]
  ...
  [ 0.34956488]
  [ 0.40619555]
  [ 0.45608047]]

 [[ 0.17267638]
  [ 0.15176854]
  [ 0.12643076]
  ...
  [ 0.20426017]
  [ 0.24468382]
  [ 0.27776584]]]","[[-0.09653099]
 [-0.04883663]
 [-0.00519264]
 ...
 [ 0.5521445 ]
 [ 0.46199068]
 [ 0.27059212]]","[[-0.02789436]
 [-0.01945541]
 [-0.021132  ]
 ...
 [ 0.07385629]
 [ 0.10926495]
 [ 0.15783106]]",[1.         1.13777915 1.13777915 ... 3.08365777 3.15749962 1.90761482],0.0,0.0,0.0,,0,1,0
